,0.25,0.50,1.00,2.00
0,0.7159090909090909,0.8400000000000001,0.8376623376623377,0.9789827658680117
1,0.653202774377805,0.8399999999999999,0.8999599839935974,0.9796001631986944
2,0.6587715776796468,0.6989160979526294,0.797077922077922,1.0
3,0.7195512820512822,0.696969696969697,0.797077922077922,0.9799919967987194
4,0.7373737373737375,0.7799119647859143,0.8999599839935976,0.9188311688311688
5,0.6161616161616161,0.8389694041867954,0.8798076923076923,0.9799277398635087
6,0.7987117552334944,0.7195512820512819,0.8996386993175431,0.9599358974358975
7,0.7181964573268922,0.7987117552334944,0.8782467532467533,0.9797979797979798
8,0.6186270574066639,0.8798076923076923,0.8792270531400965,0.9198717948717949
9,0.6186270574066639,0.7126436781609196,0.8792270531400966,0.9796001631986944
10,0.7348021215830273,0.797077922077922,0.8389694041867954,1.0
11,0.7453310696095077,0.7584541062801933,0.8376623376623378,0.9799277398635087
12,0.5383380168606985,0.8389694041867956,0.8376623376623377,0.9597423510466989
13,0.6399999999999999,0.779205138498595,0.8999599839935974,0.9198717948717948
14,0.6989160979526294,0.6376811594202898,0.8594941790445605,0.9194847020933977
15,0.6998799519807923,0.7312939231087227,0.9393939393939394,0.9399759903961584
16,0.6587715776796468,0.7996794871794872,0.8193496587715776,0.9575551782682512
17,0.4997999199679871,0.7756017951856384,0.8397435897435896,0.9599358974358974
18,0.8181818181818181,0.7211497211497211,0.9393939393939393,0.9597423510466989
19,0.5974235104669887,0.7028862478777589,0.8199279711884755,1.0
20,0.639423076923077,0.7756017951856385,0.875,0.9583333333333333
21,0.5993589743589743,0.7756017951856385,0.8585858585858586,0.9799919967987194
22,0.5941558441558441,0.6161616161616162,0.9399759903961584,1.0
23,0.6998799519807923,0.7398959583833533,0.9178981937602626,1.0
24,0.6347402597402596,0.797077922077922,0.8768472906403941,0.9194847020933977
25,0.6198479391756704,0.6843127731908694,0.7799119647859143,0.9379909053327822
26,0.5166036149642708,0.7348021215830274,0.8782467532467533,0.9799919967987194
27,0.5798319327731093,0.7181964573268922,0.8599439775910365,0.9178981937602626
28,0.7181964573268921,0.8357963875205254,0.779205138498595,0.9600000000000001
29,0.6587715776796468,0.8,0.8792270531400966,0.9594155844155844
30,0.6969696969696968,0.7987117552334944,0.7799119647859143,0.9198717948717949
31,0.6161616161616161,0.7312939231087227,0.8594941790445605,0.9796001631986944
32,0.47916666666666663,0.5894909688013137,0.8798076923076923,1.0
33,0.6399999999999999,0.8397435897435896,0.8108448928121059,0.9599358974358975
34,0.6565656565656566,0.75,0.7947454844006568,0.9796001631986944
35,0.5784825371336813,0.7390606182256123,0.898989898989899,0.9597423510466989
36,0.45454545454545453,0.7564935064935063,0.7996794871794872,0.9599358974358974
37,0.512987012987013,0.7373737373737373,0.8799999999999999,0.9594155844155845
38,0.677938808373591,0.7159090909090908,0.779205138498595,0.9797979797979798
39,0.5192307692307692,0.7083333333333334,0.8792270531400966,1.0
