,0.25,0.50,1.00,2.00
0,0.5941558441558441,0.7756017951856384,0.8782467532467533,1.0
1,0.6794871794871795,0.8193496587715776,0.8498498498498499,0.9799277398635087
2,0.5798319327731093,0.7596153846153846,0.898989898989899,0.9554367201426025
3,0.68,0.6940024479804161,0.9188311688311688,0.9594155844155844
4,0.7373737373737375,0.779205138498595,0.8397435897435896,0.9379909053327822
5,0.6794871794871795,0.7799119647859143,0.7996794871794872,0.9399759903961584
6,0.6376811594202898,0.8397435897435896,0.9388004895960833,0.9379909053327822
7,0.68,0.6998799519807923,0.9599358974358975,0.9599358974358975
8,0.6198479391756702,0.7987117552334944,0.84,0.9594155844155845
9,0.6486151302190988,0.76,0.8799999999999999,0.9194847020933977
10,0.6124031007751938,0.7159090909090909,0.794745484400657,0.92
11,0.7195512820512819,0.6779388083735911,0.9599358974358974,0.9178981937602627
12,0.6598639455782314,0.68,0.8798076923076923,1.0
13,0.6427070197562001,0.6587715776796468,0.7398959583833533,0.9583333333333333
14,0.5941558441558441,0.7799119647859143,0.898989898989899,0.9799277398635087
15,0.7996794871794872,0.779205138498595,0.8792270531400966,0.9199999999999999
16,0.696969696969697,0.8397435897435896,0.8782467532467533,0.9597423510466989
17,0.7398959583833533,0.8199279711884755,0.9399759903961584,0.9399759903961584
18,0.6376811594202898,0.7596153846153846,0.8996386993175431,0.9399759903961584
19,0.5592948717948718,0.677938808373591,0.8599439775910365,0.9194847020933977
20,0.6598639455782312,0.779205138498595,0.797077922077922,0.9796001631986944
21,0.6598639455782312,0.7799119647859143,0.8799999999999999,1.0
22,0.6565656565656566,0.8594941790445605,0.8792270531400966,1.0
23,0.47665056360708535,0.7799119647859143,0.898989898989899,0.9594155844155845
24,0.7390606182256122,0.7536945812807883,0.96,1.0
25,0.6394230769230769,0.696969696969697,0.8357963875205254,0.96
26,0.6198479391756704,0.4900040799673603,0.9393939393939393,0.9399759903961584
27,0.6347402597402596,0.7999999999999999,0.9199999999999999,0.9356499356499356
28,0.6998799519807923,0.7398959583833533,0.898989898989899,0.9793303017775941
29,0.618627057406664,0.7777777777777777,0.8376623376623378,0.9589490968801313
30,0.6587715776796468,0.6998799519807923,0.8599439775910365,1.0
31,0.6394230769230769,0.7159090909090909,0.8572011423908609,0.9799277398635087
32,0.5798319327731092,0.8193496587715776,0.8782467532467533,0.9799277398635087
33,0.6598639455782312,0.7640497640497641,0.9188311688311688,0.9599358974358974
34,0.6598639455782312,0.7181964573268922,0.7987117552334944,0.9797979797979798
35,0.6124031007751938,0.8181818181818182,0.9399759903961584,0.9797979797979798
36,0.7199999999999999,0.8333333333333335,0.8594941790445605,0.9797979797979798
37,0.6587715776796468,0.7398959583833533,0.7126436781609196,0.9799277398635087
38,0.7373737373737373,0.7536945812807883,0.8069498069498069,0.9797979797979798
39,0.64,0.6376811594202898,0.8798076923076923,0.96
