"Y","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10"
-353.674948826979,76.2008230015635,199.894346171059,60.4778312379494,70.4986410574056,47.4944764806423,324.432291359175,116.31843288918,704.06962179183,147.586119677871,3999.3191162888
-348.603746337098,76.2740321084857,194.215119313449,89.3289599800482,85.4040077547543,23.0311084373388,381.480055095628,635.461628193501,708.356466870522,126.132652853848,1333.80361146573
-340.072331428199,47.6221983227879,187.176655484363,18.8317862106487,83.9292772007175,49.2149577657692,505.706728333142,393.597209084081,660.979255152633,202.741464277497,1850.49660408217
-343.256797995022,41.6364930290729,182.522714678198,38.2243548519909,64.1568241766654,44.9651736076921,118.443027390633,535.968407106819,604.8631327271,349.656681753695,1943.05646428838
-344.423176643004,63.1629386171699,186.610046508722,66.4091760991141,91.0400027302094,27.9014045987278,432.925398489926,574.042666034307,650.720952848671,239.267124073813,1047.75621807203
-349.239671107454,65.0286719202995,186.912407716736,79.3206561589614,73.5578051428311,47.8763121494558,364.37229548255,310.156798821175,719.408893435961,97.8981887502596,3231.64852958079
-325.885056349173,67.1750376652926,182.895026048645,9.90276820957661,54.4285025806166,41.6653336347081,523.863642159849,243.277774758171,871.219313508598,393.405601819977,4106.3336742809
-339.747278220496,40.1115746609867,189.550221371464,12.1903025079519,81.8935030498542,43.2679603290744,288.697761035059,195.061918818858,682.027682522312,435.609797313809,3982.28971280716
-344.770166062102,41.4307293854654,196.879797941074,97.4987713387236,91.9268235573545,39.4973307917826,437.457962292247,296.339043807238,608.952095325105,387.663950894494,3329.1511582844
-325.958987221117,63.8663019705564,186.991018583067,71.3504106039181,52.302935580723,26.4856476858258,352.945274268277,629.921968447277,855.750070876908,297.950101640308,2815.25134325773
-341.095560744339,77.0518151111901,190.438493993133,1.27922436222434,49.1435489975847,40.6128299513366,470.552311732434,577.310802207794,501.875855679158,248.014894594671,3718.20196889061
-358.278768384894,54.6064811386168,199.782000062987,24.9809760833159,67.1152532692067,35.9668110630009,123.337581040803,311.513001540909,634.723137791036,304.555286562536,821.998776420951
-322.13924590216,64.6989687811583,193.489682064392,32.6420825673267,84.7098092092201,16.0082556491252,330.488234117161,531.550789299188,519.459019512637,152.901832113275,3727.84103455674
-339.135005542562,66.5813327394426,188.413285594434,1.23017358127981,72.2919323723763,39.6293332967907,158.323098327499,348.068341120146,573.029169800458,460.223651623819,2288.32022806909
-336.209215680743,65.6501443032175,188.617461421527,76.3091063126922,83.9249245133251,20.9637791356072,163.167951760814,393.378062335076,633.53805603669,402.246296361554,2567.6261091819
-343.073876093469,41.1199265345931,192.223340352066,62.8385167568922,91.124177259393,24.981962677557,387.992497077212,577.056658210699,667.302050876897,101.660594979767,3247.56954975147
-345.750763410752,46.2792682461441,195.989980343729,44.1708962665871,66.3488903441466,52.7184465853497,117.502281731926,376.967175168917,553.430219422095,272.356782214483,4322.99114181008
-349.156862649915,63.186376998201,193.525898624212,93.9746391028166,63.5680424291641,55.2363081660587,527.57245195657,101.482492316281,587.15191048081,88.0040988209657,3402.1774557475
-332.810125309184,55.943588744849,196.021587071009,67.2647790284827,91.8687509032898,18.9293135935441,373.886176497675,619.392219389323,610.042913105339,374.307498936541,4345.50618388504
-345.862332534469,47.2485958971083,189.950355873443,28.6635790718719,85.3890648819506,45.9381606364623,203.450412579346,540.710632592207,793.184225057717,66.9319532916415,3067.24019092601
-336.851877524468,57.8976486995816,182.49265007209,93.0067951092497,51.367785887327,37.2205432285555,536.949778115842,247.231026110239,819.546268122504,60.191841898486,2849.72342097387
-342.463202720816,61.487843664363,192.294992194511,58.3951002452523,66.2382169752382,21.8317768129054,316.81976526184,354.590008104453,557.50897179707,242.420486288611,3463.31528686546
-352.246687640381,47.9998489748687,190.068252948113,70.0702855130658,98.1462729056366,51.2261053563561,296.726094157435,153.118221187964,878.541983880801,329.883723881794,1703.11030256562
-329.016551682614,40.1206344552338,194.743308448233,71.7047367943451,93.5462940726429,17.8800215758383,191.06610551849,259.571176018799,854.02122172527,323.905183210736,3514.50208076742
-365.563813485796,64.3221843335778,195.005727950484,58.3524937974289,68.5964963990264,43.8457255214453,307.837536906358,224.453497387702,845.540854961844,452.869838916231,593.834299604408
-337.66926155244,50.862567871809,193.671581926756,43.1715130340308,81.3753535631113,21.8142009002622,265.420726016629,171.790404117201,724.22000072035,107.229786256794,3105.96164893918
-340.668146928233,40.27587486431,182.165723517537,45.9014131454751,53.1832707007416,44.5416131478269,356.725495960563,310.731593200471,729.689387925202,222.662191225681,3482.38134663086
-331.874804666253,52.230685018003,188.436689795926,65.1494184043258,54.9017673949711,49.9797976552509,205.108485551551,236.516783388332,868.247050837614,259.157244104426,1938.21548176091
-372.754773002462,40.6257515400648,197.416449496523,44.1301138605922,55.0283065307885,53.2522472909186,518.191785713192,410.148721165257,739.293900456047,143.921833107015,596.63013561815
-355.226452107061,52.775281984359,195.221654535271,44.389259070158,76.916397457011,54.7076269818936,312.010958926752,481.347276183311,767.644550308352,312.467465564841,2555.01022887696
-343.234963707585,75.0723089184612,197.85832437221,4.93886596523225,69.6757410662249,23.6226782582235,208.968630920164,167.435288145905,641.491688648472,428.70531228371,3556.0017196266
-346.6300342999,61.4667422603816,181.578139704652,60.6288728769869,94.9183366736397,42.8653541884851,456.70688325353,265.733952283161,703.93623580737,302.787489120383,1332.55036049336
-344.743766264266,70.1928471401334,192.894620550796,2.44617962744087,81.6120611280203,47.8639461880084,390.233501582872,261.901391170919,806.29300206597,414.137086289702,3241.63069450762
-333.296153338226,72.805572906509,187.629802003503,49.2671333020553,65.9673312804662,22.7196522911545,488.897436766885,391.591024657013,847.648449771572,313.087724817451,1844.45493013319
-355.73720071941,72.4255363829434,192.740084980614,45.1105916872621,90.7490257648751,34.6173134993296,379.36384043796,409.804390486097,519.610827419907,343.830000925809,3186.61172654387
-351.48624972797,76.6361725796014,199.853050787933,54.4375697150826,68.4463536026888,55.9834972159006,254.16588080721,239.20089587057,762.534224701812,226.71270674793,3702.84098345786
-358.952704968173,46.909831315279,195.220025726594,86.1556822201237,87.1408741348423,55.3465848299675,305.198826108128,213.08277467615,728.447111767484,249.473491277313,2038.02298377827
-337.807768372288,76.2294135428965,183.715808852576,14.8373532108963,66.9197274846956,47.979881582316,339.049360257573,586.734287393512,831.415710988455,134.873004038818,2562.2373870099
-340.903050442951,70.558079238981,193.319968334399,11.6347950184718,85.7854916141368,48.713387372205,273.715685654432,233.643255826551,783.09409899707,137.278377137845,1692.58201898448
-351.857386197143,70.0542797893286,186.985106975771,84.2863963684067,68.6181520586833,39.6118859981652,456.604511980899,386.324257875094,731.657247238792,265.374125837116,617.59636992868
-325.401714326237,51.8139514047652,183.653780785389,63.4547251043841,86.9116225987673,38.5579024946783,178.676369483117,521.367225898663,820.463675536914,266.702823179075,4509.59719091561
-337.092329970386,63.5466438811272,180.871845385991,79.8831542255357,96.7322458522394,36.7369162708055,518.815029085614,361.83110009064,610.485095639946,300.451167208375,2918.38544329256
-343.993261733585,52.0243752188981,183.906135079451,51.5040011145175,69.9631349192932,46.9844370549545,491.599971616175,279.92278986075,574.893369574565,428.771802663105,4466.93371490482
-348.041466292103,72.4838305078447,191.150334635749,57.0447356905788,50.8968769232742,47.8621221943758,172.240853684954,108.397278084187,691.769544287119,349.85589253949,2082.7234891355
-344.126396969734,45.8475358318537,194.771069604903,27.3163322126493,77.2256676349789,29.2159321894869,101.113548906986,574.315416981466,820.148524004035,233.494247552007,1093.64006978553
-352.250792481694,55.0476506818086,196.129066487774,50.623689731583,67.8514613546431,30.3473168842029,158.915075853467,196.516408734489,541.633874697145,104.646494784392,1386.87973102462
-343.859292984549,61.6172027029097,190.457903146744,77.6722194859758,92.9399597467855,37.3096773917787,384.468210049905,445.227915724739,529.089988650987,383.526792341145,3199.69071952719
-356.776588660521,66.9752889778465,199.495594194159,39.0001528197899,75.6632462269627,28.7478726732079,381.503599724732,521.083135596942,554.786538298242,435.809078916209,1291.84461686667
-340.035112198242,78.7521638907492,183.925200495869,78.0409073689952,96.0015548518859,27.076016345527,536.514780117664,98.1685829735361,509.43714159145,100.025109451963,3502.9260802567
-342.07724677112,76.6655078623444,196.547377235256,20.4836150165647,98.3023629067466,20.865054536378,188.994921999052,273.605502288556,587.726475679083,443.66616090294,3977.13698143978
-340.430972782622,59.6871041599661,189.461099389009,75.2942661987618,84.2254377445206,24.737265721662,531.869634610601,89.2880671932362,853.73250244488,147.157007359201,1580.0236800639
-358.967785801088,76.9901600945741,189.918553573079,72.7288190741092,94.3905417816713,55.7433866723441,357.788355468772,285.222113719443,526.826762549346,60.6163204915356,1984.23410025239
-360.678792973413,45.6179308425635,195.474723679945,67.1383962733671,74.4239389905706,33.5991182185244,134.567686411086,572.553482089425,520.729207843076,241.309356980491,1215.04665291309
-330.531591110508,53.9820956904441,182.553605306894,2.55015802104026,95.9270461937413,53.6115049230866,211.352618935052,273.513767967233,516.992992981803,174.245202785823,1942.08380625397
-339.861490099948,62.7407501917332,197.973265731707,49.2847505025566,63.1022621304728,29.8385384352878,269.278725379147,338.265026247595,718.773709748406,284.922767446842,2536.84673364926
-364.751752607958,64.09249429591,194.912737957202,99.7496971162036,93.8612213484012,37.8216674681753,262.201153433882,134.16563563887,615.497251645429,216.331011776347,2331.27664097585
-344.807088089919,68.1200775131583,186.181331737898,46.8536426313221,90.4198703714646,55.1470672397409,200.530960178934,272.191864126595,844.126587382751,301.299806332681,3887.54224688839
-369.300897680713,46.6738106124103,199.32369032409,83.9905203785747,78.9515079008415,32.5509744959418,135.141450002324,274.217968035722,516.50987910619,347.418649799656,1001.52890155278
-367.363718773287,78.9818635862321,185.968752969056,75.2009639050812,91.6225771196187,32.9940358498134,452.387393888552,209.873213300947,563.549493672559,382.315239147283,641.0701248236
-329.965313125182,64.5124412979931,194.701166152954,28.8537529064342,72.5573018784635,29.196292887209,436.664921808988,572.287128351629,776.551958727883,193.317772935843,2955.55812267214
-341.682742779501,76.8371989764273,183.376597352326,76.7480802722275,51.5088720838539,48.1335730901919,448.728906715289,238.509134212276,539.20800817688,428.13801772194,3721.9443212999
-346.953399301556,62.0219995826483,192.652310882695,2.34294661786407,62.1788515020162,53.0817798872013,326.913897078019,356.112146722618,795.351524602389,134.843809021404,1199.04292465281
-357.329653241646,69.0480654500425,198.39175093919,9.406728297472,74.4563818569295,50.8989113047719,375.05418433575,198.906553706154,615.563117228914,174.570100125857,559.392517020926
-346.552742611931,51.3725461345166,194.958953033201,71.6005687136203,65.9449393870309,45.7593716299161,382.039571668021,157.471141108079,826.019443544094,113.148346584057,3894.55777229648
-335.178332623514,47.2143620904535,186.519360891543,94.2198757315055,95.5885199606419,25.1806864845566,178.970162379555,462.026511761127,826.873619775986,81.7033827700652,3098.89045637753
-343.789699012897,53.4260319452733,192.680913605727,35.211071674712,71.1833146759309,20.1184708878864,164.641203727107,518.877410898684,535.136400999036,461.679009507643,730.67445939593
-354.397350116462,77.719812784344,199.138339823112,96.0339759243652,74.52014158573,50.8605363394599,499.010565054137,183.640420020325,507.878243157873,406.706050573848,3718.23077271227
-349.602966631039,63.3316524513066,197.352152569219,32.913128612563,93.999648781959,24.8777357409708,163.510585154407,269.153621653328,817.86348030786,298.776006371481,723.735213559121
-337.868326516991,52.7683061081916,191.978788664564,88.7531857704744,51.1288318093866,54.8955604708754,368.089221778326,441.343303332571,784.6294553068,283.200414273888,3441.82193848398
-338.72708432452,55.7020174898207,197.015462550335,30.4011007770896,75.7946241656318,38.9855367532,323.896881928202,335.211872488959,845.574014228769,68.095617487561,3535.71656432748
-341.447609999001,77.8161751944572,191.872544842772,6.75420484039932,77.5539519507438,54.960732151987,522.839359614532,551.176371187437,624.685904649552,370.26149323443,1877.6822217349
-342.263240083802,74.4508820120245,193.904685615562,40.0544526521116,63.6729890489951,38.6408556150272,358.239857430104,454.80918221781,656.848237970844,81.5883047506213,1238.37299448717
-323.747698988927,65.8131598308682,180.68904673215,90.2420362224802,88.8867401643656,39.2417850387283,231.543984515127,193.063246107427,812.843225023942,205.980081103044,4138.95945634786
-344.534693905387,73.8295814674348,192.32400173787,39.194975560531,61.0244909194298,55.3696920427028,265.401621694677,321.503634454682,766.287494428223,159.866314932005,3681.05815347377
-346.247309478892,60.540509019047,190.669866730459,65.5312071554363,50.1144848656841,36.9273510270286,234.706073916983,267.369301228086,689.329665866913,328.841131373774,3820.1944670612
-334.07470727631,45.7466678135097,195.581993814558,89.4279174273834,72.2597733731382,17.9460707018152,386.282873031218,448.919452394126,594.152232147986,354.143770609517,2037.29776214901
-332.305863381276,61.6582539584488,180.756323644891,17.1882259426638,69.7314984407276,25.5396901057102,218.086824656464,515.154370500008,784.48101756908,68.2478779961821,3238.48539649416
-328.951284427977,69.3397317267954,192.509674965404,37.5210436992347,75.7032413044944,20.6782276930753,262.177339074668,288.865282026818,646.166922912933,152.389080387075,1405.08937419951
-328.18654555331,40.8710461761802,180.604303767905,46.3748642476276,50.4182587503456,36.1786718759686,291.488624725491,387.654503903352,666.207435655408,103.057052779477,3627.74940349348
-346.014731733812,52.1877073962241,191.402145586908,92.8510046098381,92.7869054963812,34.9244129781146,214.77849573968,496.533977863612,857.757065437268,235.871523715323,2924.76411875989
-332.342505756967,50.2106377482414,188.447924507782,1.04611176066101,70.2897989084013,25.2584319829475,521.953135765623,145.218175950693,692.627462455537,232.504667071626,3952.33064196166
-351.58684208058,79.024205468595,192.007233602926,24.4988596066833,49.2563983318396,56.6815732566174,336.486487563234,619.962352953851,677.004575142404,293.313269895734,2607.64850535057
